pH,TDS,Turbidity,MP_Count,pH_cat,TDS_cat,Turbidity_cat,MP_cat,Risk
8.5,272.5,2.6,0,Moderate,Moderate,Moderate,Good,Medium
7.4,250.4,0.6,5,Good,Good,Good,Moderate,Low
6.9,229.5,2.6,1,Moderate,Good,Moderate,Moderate,Medium
4.7,598.5,13.6,4,Poor,Poor,Poor,Moderate,High
7.3,223.5,2.1,0,Good,Good,Moderate,Good,Low
5.9,154.5,12.5,3,Poor,Moderate,Poor,Moderate,High
10.0,466.6,11.5,4,Poor,Poor,Poor,Moderate,High
5.1,663.1,5.7,23,Poor,Poor,Poor,Poor,High
8.3,241.8,3.5,2,Moderate,Good,Moderate,Moderate,Medium
7.4,149.0,2.0,2,Good,Poor,Moderate,Moderate,High
7.7,183.1,0.7,0,Good,Moderate,Good,Good,Low
6.7,241.1,2.8,5,Moderate,Good,Moderate,Moderate,Medium
6.8,319.8,4.9,3,Moderate,Moderate,Moderate,Moderate,Medium
7.9,524.9,3.4,4,Moderate,Poor,Moderate,Moderate,High
8.5,204.5,0.6,0,Moderate,Good,Good,Good,Low
7.7,253.6,0.2,4,Good,Good,Good,Moderate,Low
7.1,789.0,5.7,25,Good,Poor,Poor,Poor,High
4.7,161.3,14.8,23,Poor,Moderate,Poor,Poor,High
8.2,252.4,1.7,3,Moderate,Good,Moderate,Moderate,Medium
7.4,248.7,3.4,0,Good,Good,Moderate,Good,Low
6.8,335.4,0.5,5,Moderate,Moderate,Good,Moderate,Medium
9.9,65.0,11.1,23,Poor,Poor,Poor,Poor,High
5.8,423.7,5.0,24,Poor,Poor,Poor,Poor,High
7.0,201.7,0.6,0,Moderate,Good,Good,Good,Low
7.3,240.5,0.2,1,Good,Good,Good,Moderate,Low
6.9,287.3,3.0,5,Moderate,Moderate,Moderate,Moderate,Medium
9.0,762.3,10.9,14,Poor,Poor,Poor,Poor,High
7.8,256.0,2.1,4,Good,Good,Moderate,Moderate,Medium
7.1,268.0,1.6,5,Good,Good,Moderate,Moderate,Medium
5.3,410.9,8.0,0,Poor,Poor,Poor,Good,High
7.1,176.1,4.0,2,Good,Moderate,Moderate,Moderate,Medium
4.9,108.3,0.0,18,Poor,Poor,Good,Poor,High
6.7,479.3,12.1,3,Moderate,Poor,Poor,Moderate,High
7.2,198.3,0.1,0,Good,Moderate,Good,Good,Low
9.7,79.5,1.8,5,Poor,Poor,Moderate,Moderate,High
7.9,125.8,1.3,12,Moderate,Poor,Moderate,Poor,High
7.3,168.5,0.6,0,Good,Moderate,Good,Good,Low
9.2,609.5,6.1,20,Poor,Poor,Poor,Poor,High
6.5,220.5,2.4,4,Moderate,Good,Moderate,Moderate,Medium
7.4,650.6,14.7,17,Good,Poor,Poor,Poor,High
7.4,260.3,0.2,0,Good,Good,Good,Good,Low
7.4,241.9,4.3,0,Good,Good,Moderate,Good,Low
7.7,303.9,0.2,0,Good,Moderate,Good,Good,Low
7.8,734.3,3.2,12,Good,Poor,Moderate,Poor,High
7.3,203.5,3.6,0,Good,Good,Moderate,Good,Low
8.0,221.6,1.8,1,Moderate,Good,Moderate,Moderate,Medium
5.8,591.7,10.8,18,Poor,Poor,Poor,Poor,High
6.9,182.3,1.0,3,Moderate,Moderate,Moderate,Moderate,Medium
7.8,384.4,1.5,10,Good,Poor,Moderate,Poor,High
6.9,613.2,11.3,8,Moderate,Poor,Poor,Poor,High
7.1,201.8,2.2,4,Good,Good,Moderate,Moderate,Medium
7.7,249.1,4.4,0,Good,Good,Moderate,Good,Low
7.7,261.5,1.0,2,Good,Good,Moderate,Moderate,Medium
7.2,226.5,2.5,0,Good,Good,Moderate,Good,Low
7.5,200.7,0.6,3,Good,Good,Good,Moderate,Low
7.7,206.2,0.3,3,Good,Good,Good,Moderate,Low
9.5,315.1,3.6,4,Poor,Moderate,Moderate,Moderate,High
7.8,263.0,1.2,0,Good,Good,Moderate,Good,Low
7.2,303.6,0.4,0,Good,Moderate,Good,Good,Low
7.1,171.8,2.7,1,Good,Moderate,Moderate,Moderate,Medium
7.4,340.9,0.6,0,Good,Moderate,Good,Good,Low
7.6,259.0,0.7,5,Good,Good,Good,Moderate,Low
7.6,237.0,0.8,3,Good,Good,Good,Moderate,Low
9.2,76.6,4.9,24,Poor,Poor,Moderate,Poor,High
6.8,197.7,3.7,2,Moderate,Moderate,Moderate,Moderate,Medium
7.2,252.3,3.4,5,Good,Good,Moderate,Moderate,Medium
7.5,243.5,0.2,1,Good,Good,Good,Moderate,Low
7.1,340.0,3.8,2,Good,Moderate,Moderate,Moderate,Medium
7.6,303.8,3.6,1,Good,Moderate,Moderate,Moderate,Medium
7.6,345.0,2.2,3,Good,Moderate,Moderate,Moderate,Medium
7.5,239.8,0.7,4,Good,Good,Good,Moderate,Low
7.1,255.6,1.1,0,Good,Good,Moderate,Good,Low
7.2,268.8,1.1,0,Good,Good,Moderate,Good,Low
7.7,229.2,0.1,3,Good,Good,Good,Moderate,Low
7.5,246.8,3.2,0,Good,Good,Moderate,Good,Low
7.8,297.5,2.1,5,Good,Moderate,Moderate,Moderate,Medium
6.7,171.7,1.9,4,Moderate,Moderate,Moderate,Moderate,Medium
8.1,161.4,1.0,5,Moderate,Moderate,Moderate,Moderate,Medium
7.7,226.0,4.6,4,Good,Good,Moderate,Moderate,Medium
8.1,195.1,2.4,4,Moderate,Moderate,Moderate,Moderate,Medium
8.5,292.0,4.2,4,Moderate,Moderate,Moderate,Moderate,Medium
7.4,217.6,0.6,4,Good,Good,Good,Moderate,Low
7.7,205.1,3.4,0,Good,Good,Moderate,Good,Low
7.6,268.8,0.2,1,Good,Good,Good,Moderate,Low
8.1,166.3,4.0,5,Moderate,Moderate,Moderate,Moderate,Medium
8.3,204.2,0.7,0,Moderate,Good,Good,Good,Low
8.2,300.2,2.6,5,Moderate,Moderate,Moderate,Moderate,Medium
7.8,212.3,0.1,1,Good,Good,Good,Moderate,Low
7.5,207.5,3.1,2,Good,Good,Moderate,Moderate,Medium
7.1,212.4,3.6,0,Good,Good,Moderate,Good,Low
7.6,193.8,3.2,29,Good,Moderate,Moderate,Poor,High
5.5,62.9,11.5,20,Poor,Poor,Poor,Poor,High
7.5,160.7,0.9,2,Good,Moderate,Good,Moderate,Medium
7.0,278.1,4.5,3,Moderate,Moderate,Moderate,Moderate,Medium
7.4,231.5,3.5,0,Good,Good,Moderate,Good,Low
7.7,336.3,1.9,3,Good,Moderate,Moderate,Moderate,Medium
7.2,334.4,3.5,2,Good,Moderate,Moderate,Moderate,Medium
7.1,152.7,2.6,1,Good,Moderate,Moderate,Moderate,Medium
7.5,251.5,0.8,2,Good,Good,Good,Moderate,Low
9.0,189.8,3.5,13,Poor,Moderate,Moderate,Poor,High
5.2,777.4,6.8,10,Poor,Poor,Poor,Poor,High
7.2,291.0,2.3,4,Good,Moderate,Moderate,Moderate,Medium
6.6,208.3,1.7,5,Moderate,Good,Moderate,Moderate,Medium
7.4,636.3,10.6,23,Good,Poor,Poor,Poor,High
7.6,286.4,3.2,5,Good,Moderate,Moderate,Moderate,Medium
7.3,227.6,0.4,1,Good,Good,Good,Moderate,Low
7.4,212.4,3.7,0,Good,Good,Moderate,Good,Low
7.9,239.5,1.6,1,Moderate,Good,Moderate,Moderate,Medium
8.1,178.2,0.4,4,Moderate,Moderate,Good,Moderate,Medium
7.2,243.8,0.1,5,Good,Good,Good,Moderate,Low
6.8,253.8,1.9,0,Moderate,Good,Moderate,Good,Medium
8.4,296.9,2.4,3,Moderate,Moderate,Moderate,Moderate,Medium
6.8,287.6,2.2,4,Moderate,Moderate,Moderate,Moderate,Medium
6.6,519.4,7.5,0,Moderate,Poor,Poor,Good,High
7.5,198.0,1.9,4,Good,Moderate,Moderate,Moderate,Medium
6.2,578.5,3.0,22,Poor,Poor,Moderate,Poor,High
6.2,566.1,6.6,28,Poor,Poor,Poor,Poor,High
7.2,268.2,3.8,0,Good,Good,Moderate,Good,Low
7.3,165.2,0.6,0,Good,Moderate,Good,Good,Low
8.5,273.2,3.4,4,Moderate,Moderate,Moderate,Moderate,Medium
7.6,290.6,4.1,3,Good,Moderate,Moderate,Moderate,Medium
5.3,52.0,1.8,14,Poor,Poor,Moderate,Poor,High
9.6,739.3,3.8,18,Poor,Poor,Moderate,Poor,High
7.4,203.1,3.2,0,Good,Good,Moderate,Good,Low
8.3,584.2,2.2,23,Moderate,Poor,Moderate,Poor,High
6.6,151.2,0.1,2,Moderate,Moderate,Good,Moderate,Medium
5.8,505.9,5.7,20,Poor,Poor,Poor,Poor,High
5.7,363.8,3.1,6,Poor,Poor,Moderate,Poor,High
8.3,273.0,13.9,17,Moderate,Moderate,Poor,Poor,High
6.2,701.7,5.6,29,Poor,Poor,Poor,Poor,High
9.2,56.8,8.8,11,Poor,Poor,Poor,Poor,High
8.1,224.5,0.2,2,Moderate,Good,Good,Moderate,Medium
7.3,264.5,2.5,0,Good,Good,Moderate,Good,Low
7.0,209.0,0.4,0,Moderate,Good,Good,Good,Low
7.5,276.0,2.4,3,Good,Moderate,Moderate,Moderate,Medium
7.2,217.1,0.5,3,Good,Good,Good,Moderate,Low
7.2,266.8,0.9,5,Good,Good,Good,Moderate,Low
7.6,188.7,0.6,4,Good,Moderate,Good,Moderate,Medium
7.2,729.6,6.5,20,Good,Poor,Poor,Poor,High
9.8,631.3,14.1,29,Poor,Poor,Poor,Poor,High
7.6,168.3,0.4,0,Good,Moderate,Good,Good,Low
7.2,346.1,0.4,0,Good,Moderate,Good,Good,Low
9.1,600.2,11.5,29,Poor,Poor,Poor,Poor,High
7.0,701.2,10.9,28,Moderate,Poor,Poor,Poor,High
5.8,126.3,2.3,22,Poor,Poor,Moderate,Poor,High
7.2,342.4,4.4,3,Good,Moderate,Moderate,Moderate,Medium
8.4,420.5,11.3,21,Moderate,Poor,Poor,Poor,High
6.9,314.0,4.2,3,Moderate,Moderate,Moderate,Moderate,Medium
7.6,219.7,0.1,2,Good,Good,Good,Moderate,Low
8.0,330.7,0.3,4,Moderate,Moderate,Good,Moderate,Medium
7.9,84.3,13.1,14,Moderate,Poor,Poor,Poor,High
8.4,209.8,1.7,0,Moderate,Good,Moderate,Good,Medium
6.8,707.5,6.3,2,Moderate,Poor,Poor,Moderate,High
8.3,346.2,3.0,5,Moderate,Moderate,Moderate,Moderate,Medium
7.3,208.9,0.9,2,Good,Good,Good,Moderate,Low
5.8,455.0,13.2,17,Poor,Poor,Poor,Poor,High
7.4,230.0,2.0,0,Good,Good,Moderate,Good,Low
7.7,191.6,2.8,2,Good,Moderate,Moderate,Moderate,Medium
9.1,353.3,11.6,13,Poor,Poor,Poor,Poor,High
7.0,181.5,0.7,0,Moderate,Moderate,Good,Good,Medium
7.1,358.9,5.2,16,Good,Poor,Poor,Poor,High
9.5,273.5,7.9,16,Poor,Moderate,Poor,Poor,High
8.5,308.6,4.6,3,Moderate,Moderate,Moderate,Moderate,Medium
5.5,116.4,1.5,18,Poor,Poor,Moderate,Poor,High
8.3,263.9,1.7,2,Moderate,Good,Moderate,Moderate,Medium
7.3,230.7,0.2,0,Good,Good,Good,Good,Low
6.9,223.9,3.0,1,Moderate,Good,Moderate,Moderate,Medium
7.1,247.7,4.5,0,Good,Good,Moderate,Good,Low
7.2,311.3,3.6,1,Good,Moderate,Moderate,Moderate,Medium
7.0,319.2,0.9,4,Moderate,Moderate,Good,Moderate,Medium
8.0,216.4,0.1,0,Moderate,Good,Good,Good,Low
7.5,200.5,2.9,0,Good,Good,Moderate,Good,Low
5.3,646.5,3.0,29,Poor,Poor,Moderate,Poor,High
5.2,317.2,13.6,0,Poor,Moderate,Poor,Good,High
8.2,230.5,1.6,2,Moderate,Good,Moderate,Moderate,Medium
8.0,188.1,1.6,2,Moderate,Moderate,Moderate,Moderate,Medium
7.4,229.6,0.0,3,Good,Good,Good,Moderate,Low
7.8,220.5,1.8,0,Good,Good,Moderate,Good,Low
6.0,766.1,11.1,4,Poor,Poor,Poor,Moderate,High
7.5,260.7,0.9,2,Good,Good,Good,Moderate,Low
7.2,328.9,3.9,3,Good,Moderate,Moderate,Moderate,Medium
7.9,340.4,0.4,5,Moderate,Moderate,Good,Moderate,Medium
7.4,222.2,0.6,1,Good,Good,Good,Moderate,Low
8.1,205.0,4.8,5,Moderate,Good,Moderate,Moderate,Medium
5.5,77.4,7.1,7,Poor,Poor,Poor,Poor,High
6.8,206.0,8.5,28,Moderate,Good,Poor,Poor,High
9.4,695.1,6.9,23,Poor,Poor,Poor,Poor,High
7.5,307.2,1.4,2,Good,Moderate,Moderate,Moderate,Medium
6.6,434.5,6.2,5,Moderate,Poor,Poor,Moderate,High
7.7,183.0,0.8,0,Good,Moderate,Good,Good,Low
5.3,154.1,9.6,7,Poor,Moderate,Poor,Poor,High
8.3,324.0,0.6,1,Moderate,Moderate,Good,Moderate,Medium
5.6,54.1,12.2,16,Poor,Poor,Poor,Poor,High
6.5,229.2,2.6,1,Moderate,Good,Moderate,Moderate,Medium
7.1,297.9,0.2,0,Good,Moderate,Good,Good,Low
7.1,288.7,3.9,4,Good,Moderate,Moderate,Moderate,Medium
7.7,245.7,0.5,0,Good,Good,Good,Good,Low
6.5,263.4,3.1,3,Moderate,Good,Moderate,Moderate,Medium
7.5,340.2,0.8,0,Good,Moderate,Good,Good,Low
8.3,320.1,4.9,5,Moderate,Moderate,Moderate,Moderate,Medium
7.7,158.0,0.9,3,Good,Moderate,Good,Moderate,Medium
5.5,722.6,1.2,18,Poor,Poor,Moderate,Poor,High
8.2,151.9,0.7,2,Moderate,Moderate,Good,Moderate,Medium
7.8,316.7,3.3,4,Good,Moderate,Moderate,Moderate,Medium
7.0,348.3,4.9,3,Moderate,Moderate,Moderate,Moderate,Medium
7.3,247.7,0.9,1,Good,Good,Good,Moderate,Low
6.2,110.7,6.0,1,Poor,Poor,Poor,Moderate,High
8.0,203.2,0.2,4,Moderate,Good,Good,Moderate,Medium
7.0,210.0,3.2,0,Moderate,Good,Moderate,Good,Medium
8.2,203.7,4.4,15,Moderate,Good,Moderate,Poor,High
8.4,642.6,9.1,9,Moderate,Poor,Poor,Poor,High
7.8,202.5,0.2,0,Good,Good,Good,Good,Low
7.6,768.2,2.6,14,Good,Poor,Moderate,Poor,High
7.5,204.3,0.5,1,Good,Good,Good,Moderate,Low
7.2,497.6,5.0,25,Good,Poor,Poor,Poor,High
7.8,196.5,2.5,3,Good,Moderate,Moderate,Moderate,Medium
7.3,235.0,1.8,0,Good,Good,Moderate,Good,Low
7.1,677.0,3.5,25,Good,Poor,Moderate,Poor,High
8.3,279.2,1.4,3,Moderate,Moderate,Moderate,Moderate,Medium
7.4,202.7,0.4,2,Good,Good,Good,Moderate,Low
6.1,680.0,11.6,19,Poor,Poor,Poor,Poor,High
8.5,302.9,3.1,2,Moderate,Moderate,Moderate,Moderate,Medium
7.3,218.5,4.1,0,Good,Good,Moderate,Good,Low
9.0,608.2,10.2,27,Poor,Poor,Poor,Poor,High
8.2,238.3,0.0,1,Moderate,Good,Good,Moderate,Medium
7.1,254.8,0.8,2,Good,Good,Good,Moderate,Low
7.8,228.4,0.1,0,Good,Good,Good,Good,Low
6.0,379.2,1.2,4,Poor,Poor,Moderate,Moderate,High
8.5,230.0,2.0,2,Moderate,Good,Moderate,Moderate,Medium
5.9,194.8,1.3,26,Poor,Moderate,Moderate,Poor,High
7.2,225.9,3.5,0,Good,Good,Moderate,Good,Low
9.0,636.5,10.6,13,Poor,Poor,Poor,Poor,High
8.4,776.5,10.3,25,Moderate,Poor,Poor,Poor,High
7.3,214.9,0.7,4,Good,Good,Good,Moderate,Low
7.8,219.1,0.1,0,Good,Good,Good,Good,Low
7.6,207.6,4.2,0,Good,Good,Moderate,Good,Low
7.4,232.7,0.8,2,Good,Good,Good,Moderate,Low
8.2,190.8,3.1,3,Moderate,Moderate,Moderate,Moderate,Medium
7.1,258.6,0.1,3,Good,Good,Good,Moderate,Low
7.5,244.5,0.5,4,Good,Good,Good,Moderate,Low
