pH,TDS,Turbidity,MP_Count,Risk
6.73,258,3.06,1,Medium
7.69,253,0.77,1,Low
1.98,211,0.74,40,High
7.77,250,0.29,0,Low
7.45,230,0.02,2,Low
7.4,256,0.21,2,Low
7.0,361,8.89,18,High
8.34,320,0.07,2,Medium
6.69,276,0.76,2,Medium
7.17,223,17.34,46,High
7.96,303,4.75,1,Medium
7.32,218,0.51,0,Low
2.4,249,15.39,1,High
7.51,210,0.45,1,Low
7.17,341,1.55,7,Medium
6.89,196,0.03,5,Medium
7.49,206,0.14,0,Low
8.14,335,2.18,3,Medium
7.12,159,2.09,0,Medium
6.8,192,2.93,4,Medium
7.0,141,19.84,8,High
4.42,213,8.49,30,High
8.18,327,4.78,2,Medium
1.17,971,12.04,32,High
7.58,110,0.07,3,High
7.38,253,0.04,0,Low
7.49,164,3.48,6,Medium
10.22,782,0.35,13,High
6.5,254,3.76,2,Medium
7.59,820,0.86,39,High
7.6,307,0.7,5,Medium
7.27,205,0.85,1,Low
7.69,923,11.95,10,High
7.23,208,0.22,3,Low
7.0,115,11.02,14,High
6.77,158,0.3,1,Medium
2.63,120,10.78,33,High
7.24,262,0.77,20,High
12.22,225,0.37,26,High
7.61,263,0.67,0,Low
7.72,57,9.51,0,High
6.84,243,1.33,1,Medium
7.33,341,0.08,6,Medium
7.0,110,11.12,9,High
7.28,182,1.84,7,Medium
7.49,407,0.53,0,High
7.4,205,0.87,1,Low
7.91,226,3.45,7,Medium
8.31,272,3.61,2,Medium
8.28,317,0.04,6,Medium
7.27,244,0.33,4,Low
8.09,266,0.24,6,Medium
8.38,217,3.25,2,Medium
4.62,121,11.05,21,High
7.8,267,0.78,2,Low
7.0,982,9.0,0,High
7.11,238,0.67,3,Low
8.22,201,0.32,7,Medium
7.59,254,0.03,0,Low
7.91,279,0.1,6,Medium
7.34,245,4.84,7,Medium
7.24,51,0.88,2,High
7.76,752,0.02,36,High
7.64,163,1.56,6,Medium
13.88,1000,0.28,0,High
6.75,255,3.52,0,Medium
7.57,233,0.71,4,Low
7.68,260,0.25,3,Low
9.54,236,0.03,3,High
8.05,206,4.09,6,Medium
6.62,224,0.71,5,Medium
7.57,247,0.68,3,Low
6.66,154,0.47,5,Medium
6.66,157,3.65,0,Medium
7.3,223,0.66,0,Low
6.76,324,3.45,4,Medium
7.22,190,1.5,6,Medium
11.84,118,0.44,15,High
7.16,147,17.0,46,High
7.77,229,0.74,1,Low
8.45,343,0.65,5,Medium
6.87,254,3.3,5,Medium
3.63,69,10.53,15,High
7.54,224,0.35,2,Low
8.12,272,0.4,5,Medium
7.0,84,15.42,36,High
7.63,256,2.9,5,Medium
8.48,186,0.13,7,Medium
7.72,177,2.16,5,Medium
6.69,164,0.62,6,Medium
7.32,237,0.18,1,Low
7.74,234,0.56,0,Low
7.43,221,0.14,32,High
10.25,804,17.33,1,High
7.14,241,0.53,3,Low
7.13,261,0.88,1,Low
7.79,216,0.27,2,Low
8.19,323,0.63,7,Medium
7.77,247,0.31,37,High
4.69,89,9.45,0,High
7.26,269,0.56,1,Low
7.27,265,0.67,3,Low
7.5,268,2.88,6,Medium
7.67,103,13.71,32,High
7.47,237,0.25,0,Low
7.24,256,0.12,3,Low
7.68,222,0.61,1,Low
6.53,168,0.18,4,Medium
7.49,219,4.55,6,Medium
7.57,246,0.79,0,Low
7.0,908,16.49,0,High
7.55,198,3.02,3,Medium
7.65,105,7.86,46,High
7.31,221,0.51,4,Low
9.67,374,0.53,3,High
7.12,268,0.86,2,Low
7.71,112,8.91,2,High
4.42,268,0.55,22,High
6.58,166,3.44,0,Medium
7.73,255,0.04,1,Low
8.44,337,1.06,0,Medium
4.11,206,0.36,0,High
7.41,170,3.69,6,Medium
1.57,60,12.07,47,High
7.2,227,13.67,0,High
2.32,631,11.41,21,High
7.66,245,0.14,3,Low
6.78,249,0.01,7,Medium
7.78,233,0.7,1,Low
11.65,622,7.6,50,High
7.69,218,0.46,1,Low
7.28,245,0.63,2,Low
7.71,256,0.16,1,Low
7.43,244,0.23,4,Low
7.0,263,11.0,28,High
7.72,218,0.08,4,Low
7.18,182,4.32,6,Medium
7.18,202,0.42,1,Low
8.37,347,0.43,0,Medium
7.0,230,16.54,44,High
6.73,158,0.88,3,Medium
7.26,211,0.78,4,Low
6.76,208,0.48,5,Medium
7.34,281,3.02,0,Medium
7.24,309,0.76,5,Medium
7.31,255,16.78,0,High
7.0,254,16.93,0,High
7.21,262,0.23,4,Low
7.22,210,0.58,0,Low
7.79,250,10.92,0,High
7.54,265,0.78,4,Low
7.65,238,0.77,2,Low
7.49,247,0.13,3,Low
8.2,244,3.86,2,Medium
7.41,327,2.93,5,Medium
8.13,192,2.77,4,Medium
7.71,91,13.37,4,High
7.15,223,0.15,1,Low
13.09,615,0.65,20,High
7.92,229,1.23,6,Medium
7.0,241,0.05,1,High
10.53,92,0.17,20,High
7.0,570,14.84,0,High
7.36,220,19.98,2,High
8.24,224,0.87,7,Medium
7.23,236,0.86,2,Low
7.54,97,0.43,3,High
8.33,301,0.6,6,Medium
7.19,254,0.28,1,Low
7.16,253,0.36,13,High
7.0,992,0.64,12,High
7.48,154,3.11,6,Medium
7.72,222,5.86,22,High
6.6,181,0.47,6,Medium
13.32,65,9.58,8,High
7.43,248,0.54,4,Low
6.9,196,0.51,6,Medium
7.17,254,0.31,0,Low
7.41,146,0.33,41,High
5.96,75,0.83,31,High
8.44,266,4.14,6,Medium
7.15,259,0.17,0,Low
7.37,212,0.21,1,Low
7.35,257,0.29,0,Low
8.32,221,4.02,6,Medium
8.33,257,0.08,7,Medium
7.0,146,13.53,39,High
7.58,188,1.24,5,Medium
10.2,268,0.81,0,High
2.64,81,7.32,39,High
6.52,163,0.26,2,Medium
12.93,253,13.44,0,High
8.3,267,1.29,3,Medium
7.36,238,0.51,2,Low
7.18,315,2.26,2,Medium
7.48,249,19.58,3,High
6.52,266,4.05,7,Medium
1.09,107,12.68,36,High
7.18,236,0.3,0,Low
7.13,264,0.01,2,Low
7.19,234,0.01,2,Low
2.98,866,19.23,19,High
7.67,216,0.64,45,High
7.48,549,0.46,4,High
6.82,167,1.89,0,Medium
7.0,205,0.75,2,High
7.13,690,14.87,20,High
3.14,120,11.1,9,High
8.16,172,3.52,2,Medium
8.12,173,1.74,4,Medium
6.7,330,0.76,0,Medium
7.36,265,1.06,7,Medium
7.41,217,0.4,1,Low
7.68,254,0.04,10,High
7.0,536,13.19,44,High
7.0,262,7.25,32,High
7.21,342,1.19,6,Medium
7.49,93,0.32,28,High
7.71,596,0.0,3,High
7.57,216,0.52,2,Low
6.75,279,0.59,5,Medium
8.03,192,0.29,4,Medium
7.21,177,1.05,7,Medium
7.17,240,0.5,0,Low
7.15,203,0.47,3,Low
7.37,226,0.83,0,Low
6.9,347,0.23,6,Medium
7.18,256,0.79,1,Low
7.18,592,0.66,0,High
12.85,233,0.38,0,High
1.66,366,15.62,1,High
7.74,202,0.4,31,High
8.33,222,0.74,5,Medium
8.36,233,0.87,6,Medium
7.36,290,2.05,4,Medium
7.0,605,8.06,26,High
7.42,235,0.27,1,Low
7.74,223,18.85,4,High
8.97,130,12.21,0,High
6.68,181,0.22,7,Medium
7.4,247,0.89,2,Low
8.05,262,0.24,6,Medium
8.24,216,2.62,2,Medium
7.25,266,0.79,2,Low
7.0,631,12.01,33,High
7.14,223,0.8,19,High
7.22,269,0.21,1,Low
6.86,333,0.82,7,Medium
7.41,245,0.65,1,Low
7.34,266,0.33,4,Low
8.43,207,1.52,3,Medium
6.51,259,1.64,1,Medium
7.21,298,2.75,7,Medium
7.51,210,6.48,0,High
7.0,987,16.6,8,High
7.45,268,0.22,2,Low
6.86,203,3.79,5,Medium
7.71,296,4.8,3,Medium
7.3,228,0.75,3,Low
6.73,322,0.33,7,Medium
8.35,224,1.98,1,Medium
7.36,221,0.05,3,Low
7.0,99,16.22,46,High
7.26,257,0.5,4,Low
12.27,217,0.55,3,High
7.62,236,0.75,0,Low
6.8,273,0.59,6,Medium
7.96,254,1.32,4,Medium
8.09,264,3.23,4,Medium
7.31,209,0.57,3,Low
3.29,241,0.58,0,High
7.14,251,0.21,0,Low
7.0,783,15.44,8,High
7.73,206,3.73,5,Medium
7.63,244,0.19,2,Low
7.52,209,0.74,0,Low
7.6,202,0.82,1,Low
7.63,213,0.85,3,Low
7.13,210,0.02,3,Low
7.58,348,3.4,6,Medium
7.0,798,11.17,9,High
4.84,50,10.35,0,High
7.48,230,0.49,2,Low
9.28,991,14.32,40,High
5.51,651,18.94,16,High
8.49,216,3.78,5,Medium
7.27,221,0.58,3,Low
7.79,227,0.52,2,Low
7.2,259,0.55,3,Low
7.0,77,0.65,22,High
7.53,214,0.38,26,High
2.59,220,7.35,47,High
7.0,209,0.46,4,High
6.5,256,2.23,3,Medium
10.98,261,18.65,1,High
7.0,643,16.75,31,High
7.14,224,0.76,3,Low
7.65,230,0.42,1,Low
6.68,231,2.32,5,Medium
6.89,173,0.11,6,Medium
6.79,202,4.8,4,Medium
7.24,216,0.37,3,Low
7.26,200,0.56,0,Low
7.5,294,4.18,4,Medium
12.55,135,7.35,11,High
7.37,256,0.08,3,Low
7.12,158,1.41,6,Medium
7.0,736,6.76,13,High
7.0,86,17.25,44,High
7.62,209,0.64,2,Low
4.24,222,0.13,3,High
7.72,75,9.72,34,High
6.9,301,4.2,2,Medium
7.13,207,0.2,0,Low
6.82,241,3.16,0,Medium
7.0,447,11.26,11,High
8.12,165,0.19,5,Medium
7.45,218,0.58,4,Low
7.28,235,0.12,3,Low
7.51,262,14.92,3,High
7.22,209,0.05,3,Low
7.42,238,0.16,2,Low
6.65,150,4.11,1,Medium
7.65,126,0.26,0,High
11.57,419,0.51,43,High
7.0,682,8.78,10,High
7.21,238,0.79,3,Low
7.21,240,0.16,2,Low
1.02,647,13.44,23,High
7.65,204,0.84,4,Low
7.14,215,0.71,2,Low
7.25,216,2.99,7,Medium
7.36,250,0.28,3,Low
7.68,200,3.28,7,Medium
7.34,236,15.65,1,High
7.67,165,4.15,7,Medium
7.67,242,4.16,6,Medium
8.31,316,0.64,5,Medium
8.0,162,0.86,2,Medium
7.16,208,0.59,2,Low
2.56,76,0.39,46,High
7.36,229,0.82,3,Low
6.87,263,3.14,1,Medium
7.31,254,0.86,3,Low
7.32,238,14.52,0,High
6.72,288,1.25,4,Medium
7.2,683,6.32,38,High
7.44,219,0.16,3,Low
7.2,233,0.15,1,Low
7.0,250,11.5,0,High
6.86,199,0.73,6,Medium
7.68,836,6.74,28,High
7.57,208,7.74,16,High
7.67,248,0.66,2,Low
7.57,236,0.21,2,Low
8.49,343,0.23,5,Medium
12.11,430,5.46,2,High
7.35,132,0.01,27,High
3.38,89,9.98,45,High
7.66,635,17.41,28,High
7.36,92,0.32,0,High
7.22,284,4.57,5,Medium
6.83,265,0.26,6,Medium
7.63,235,0.75,0,Low
11.04,257,0.02,8,High
6.63,163,0.29,7,Medium
6.72,186,2.23,2,Medium
7.54,807,7.53,9,High
8.17,166,1.64,0,Medium
7.75,241,0.43,4,Low
6.79,220,1.57,1,Medium
7.77,272,1.73,1,Medium
7.0,828,9.23,15,High
8.16,233,3.62,6,Medium
6.69,168,0.68,6,Medium
7.96,334,0.19,6,Medium
12.89,717,0.39,4,High
7.72,243,0.06,3,Low
9.93,219,0.49,1,High
7.0,545,5.66,40,High
7.61,211,0.71,0,Low
7.53,187,1.26,2,Medium
7.35,266,0.65,0,Low
7.21,306,0.39,7,Medium
5.48,258,0.26,3,High
7.25,258,0.07,2,Low
7.11,110,0.82,1,High
7.78,258,0.25,2,Low
7.25,217,10.13,3,High
7.0,70,0.27,39,High
7.19,265,0.01,1,Low
7.44,261,0.46,2,Low
7.65,260,0.38,4,Low
7.79,219,17.59,49,High
7.42,229,0.17,2,Low
7.76,791,0.13,1,High
7.53,328,4.81,7,Medium
7.33,262,0.23,0,Low
7.31,244,0.5,2,Low
7.0,546,10.69,8,High
7.46,266,0.0,4,Low
7.71,249,0.06,4,Low
7.51,274,0.36,6,Medium
7.48,302,4.2,7,Medium
7.3,254,0.03,2,Low
7.78,153,2.78,1,Medium
7.23,229,0.47,0,Low
7.72,209,0.51,4,Low
7.48,213,0.58,4,Low
7.0,145,10.19,11,High
7.71,213,0.75,1,Low
7.67,96,11.66,3,High
8.07,225,3.19,5,Medium
7.79,339,0.46,7,Medium
7.12,249,0.31,4,Low
5.7,722,9.17,29,High
7.3,320,0.89,6,Medium
7.74,227,0.16,3,Low
6.66,287,0.06,6,Medium
8.34,278,3.79,3,Medium
7.16,246,0.53,1,Low
13.8,103,18.28,36,High
7.74,112,16.14,24,High
7.16,220,11.54,2,High
7.42,208,0.88,3,Low
7.31,219,0.74,0,Low
8.32,302,2.86,1,Medium
7.73,200,0.18,32,High
7.57,289,2.29,5,Medium
9.35,446,6.72,23,High
3.51,270,0.5,3,High
11.3,492,19.04,50,High
7.0,116,8.24,31,High
4.55,92,14.93,2,High
6.76,230,2.87,5,Medium
7.35,262,0.31,4,Low
7.58,238,0.78,2,Low
7.59,206,0.88,3,Low
7.51,246,0.37,1,Low
6.55,176,2.91,0,Medium
6.75,155,2.12,2,Medium
7.21,176,0.29,6,Medium
8.01,203,3.47,3,Medium
7.16,220,1.26,5,Medium
7.76,194,3.64,0,Medium
7.23,258,0.59,2,Low
7.17,258,1.18,7,Medium
7.21,112,13.53,38,High
7.33,267,0.59,2,Low
7.0,94,14.77,12,High
8.16,217,1.3,7,Medium
7.57,239,0.59,4,Low
7.8,262,2.82,6,Medium
9.35,256,0.32,31,High
7.0,481,16.69,48,High
6.84,240,4.48,7,Medium
7.77,257,0.52,4,Low
7.65,217,2.28,5,Medium
2.7,91,0.6,23,High
7.34,87,0.07,4,High
7.31,308,2.22,5,Medium
7.57,211,0.15,3,Low
7.79,260,0.7,4,Low
7.28,912,19.47,26,High
2.1,212,13.58,1,High
6.61,245,4.71,5,Medium
7.14,224,0.82,2,Low
7.57,259,0.41,1,Low
7.74,227,0.79,1,Low
8.26,237,4.45,3,Medium
7.27,221,0.76,0,Low
13.81,90,18.15,11,High
7.36,265,5.85,3,High
7.37,225,0.67,1,Low
8.04,262,1.22,5,Medium
7.0,210,0.63,18,High
7.4,235,0.69,2,Low
7.65,211,0.23,3,Low
7.16,266,0.37,2,Low
7.48,269,18.8,4,High
6.79,309,0.16,2,Medium
7.16,211,0.42,29,High
7.43,247,0.05,1,Low
7.6,241,0.19,2,Low
7.25,202,0.06,1,Low
12.77,469,13.15,21,High
11.77,539,17.85,9,High
2.94,225,0.33,49,High
13.83,804,8.66,39,High
7.25,758,0.67,3,High
7.31,216,0.08,1,Low
7.74,206,0.84,1,Low
7.32,494,13.09,35,High
7.38,642,16.73,3,High
7.52,228,2.98,6,Medium
7.77,227,0.57,0,Low
7.0,262,0.65,4,High
7.99,224,2.68,7,Medium
6.6,280,0.7,7,Medium
6.64,215,2.1,0,Medium
7.11,222,0.11,0,Low
7.73,267,0.64,4,Low
6.7,171,3.26,2,Medium
7.45,222,0.21,2,Low
5.87,891,12.44,48,High
10.84,249,0.16,2,High
7.6,225,0.09,0,Low
7.41,303,2.67,7,Medium
6.82,327,4.01,3,Medium
7.75,219,0.89,0,Low
8.47,312,4.0,4,Medium
7.0,623,13.29,1,High
8.19,326,2.69,4,Medium
7.75,241,0.36,2,Low
7.63,238,0.53,2,Low
7.73,231,0.26,3,Low
7.76,270,7.74,3,High
6.77,203,4.41,4,Medium
7.78,232,4.56,7,Medium
6.71,213,0.82,7,Medium
7.49,201,0.44,1,Low
7.31,255,0.21,2,Low
7.63,68,0.37,35,High
12.22,548,17.15,37,High
1.59,226,0.07,45,High
8.16,201,4.03,7,Medium
7.93,153,2.44,3,Medium
7.3,216,0.38,2,Low
11.0,539,17.31,40,High
7.38,210,0.78,4,Low
7.41,194,2.67,3,Medium
8.3,179,2.83,2,Medium
7.48,263,0.22,4,Low
7.0,597,10.32,23,High
7.45,209,0.19,1,Low
7.21,250,3.44,6,Medium
6.54,182,0.71,0,Medium
8.35,185,3.45,0,Medium
7.36,290,2.33,7,Medium
7.67,255,0.11,0,Low
7.33,993,0.86,4,High
7.15,251,0.88,3,Low
7.17,228,2.31,7,Medium
8.05,204,4.11,0,Medium
7.53,256,0.55,4,Low
6.67,198,0.45,7,Medium
7.48,112,14.9,11,High
13.92,369,0.57,37,High
7.27,210,0.29,25,High
7.76,244,0.29,1,Low
8.46,181,3.9,0,Medium
7.49,224,0.01,3,Low
7.3,227,0.09,0,Low
7.0,120,0.82,32,High
7.38,264,0.03,2,Low
7.68,208,16.64,37,High
7.53,67,0.46,1,High
7.75,230,0.14,4,Low
7.42,158,2.83,5,Medium
7.34,249,0.68,0,Low
3.08,969,11.21,48,High
7.44,248,0.48,4,Low
7.43,257,0.06,0,Low
7.57,825,0.04,4,High
7.68,220,13.43,17,High
7.21,80,19.57,2,High
7.49,232,0.87,0,Low
7.65,230,0.55,3,Low
7.48,203,0.04,3,Low
8.3,308,0.85,7,Medium
7.0,204,0.12,0,High
7.79,218,0.85,3,Low
7.58,213,0.08,2,Low
7.36,228,0.53,3,Low
7.63,215,0.16,1,Low
7.36,221,0.21,3,Low
7.25,433,5.72,1,High
7.39,316,4.26,3,Medium
8.49,287,0.43,6,Medium
6.55,259,1.05,7,Medium
7.56,200,4.08,5,Medium
7.38,260,0.25,1,Low
7.15,235,0.49,1,Low
7.71,190,4.34,2,Medium
7.62,427,16.81,45,High
7.7,279,0.41,5,Medium
7.25,93,0.28,0,High
6.76,183,3.42,0,Medium
7.0,80,16.04,12,High
7.18,317,1.28,0,Medium
8.15,251,4.23,2,Medium
7.66,196,1.3,6,Medium
7.27,254,11.56,3,High
7.14,83,7.98,1,High
8.05,197,2.65,1,Medium
7.77,261,0.65,1,Low
7.57,186,3.62,0,Medium
7.12,260,2.99,5,Medium
7.6,236,0.2,4,Low
10.88,699,17.27,1,High
7.4,210,0.11,3,Low
8.4,336,0.54,5,Medium
7.6,252,0.08,4,Low
8.35,169,1.93,0,Medium
6.73,199,0.53,6,Medium
8.41,284,0.8,6,Medium
7.35,91,14.4,34,High
7.0,107,6.75,38,High
7.99,217,0.67,7,Medium
7.32,261,0.76,0,Low
7.48,690,15.87,15,High
7.57,234,0.69,2,Low
7.46,221,0.17,3,Low
7.79,342,4.06,1,Medium
12.92,86,6.99,31,High
4.44,248,16.26,1,High
13.0,250,0.2,16,High
7.0,532,0.42,27,High
7.7,212,14.31,10,High
7.13,159,0.89,5,Medium
6.77,223,3.04,5,Medium
7.61,206,5.18,4,High
7.0,124,19.88,20,High
8.36,180,0.8,6,Medium
7.31,244,3.45,6,Medium
6.84,282,1.58,3,Medium
7.65,772,0.61,50,High
7.44,245,0.77,4,Low
7.0,211,18.85,31,High
7.96,260,2.62,5,Medium
7.19,231,0.8,1,Low
7.36,261,1.05,6,Medium
6.52,257,0.52,7,Medium
6.52,340,4.26,0,Medium
7.61,219,0.76,3,Low
6.72,203,4.7,7,Medium
7.76,202,0.11,1,Low
7.32,214,0.73,2,Low
7.5,268,0.09,2,Low
6.71,240,2.69,1,Medium
7.77,206,0.78,2,Low
7.11,250,0.79,1,Low
8.09,226,1.49,7,Medium
7.62,252,3.72,5,Medium
7.15,215,10.61,3,High
7.0,229,11.66,40,High
6.71,266,4.02,2,Medium
7.41,307,2.11,2,Medium
7.32,209,8.94,27,High
7.54,94,16.94,3,High
7.3,214,0.82,1,Low
7.64,222,0.7,0,Low
6.59,316,0.05,0,Medium
6.8,294,3.95,3,Medium
6.7,282,0.87,5,Medium
7.41,349,1.02,5,Medium
7.6,204,0.54,0,Low
9.77,477,9.39,39,High
7.31,262,0.38,1,Low
7.38,262,0.02,3,Low
8.01,314,0.3,3,Medium
6.75,347,0.55,0,Medium
13.26,207,0.58,3,High
7.54,204,0.52,2,Low
7.39,750,0.69,1,High
6.59,239,0.13,7,Medium
11.42,125,6.79,31,High
7.28,251,0.36,3,Low
6.87,187,0.1,7,Medium
7.0,478,12.79,11,High
7.16,171,2.24,2,Medium
8.25,155,0.55,2,Medium
7.73,228,0.29,2,Low
7.0,235,0.37,3,High
8.41,161,4.68,4,Medium
7.91,174,2.92,1,Medium
8.22,202,0.16,6,Medium
6.73,347,3.76,2,Medium
3.36,228,18.12,41,High
7.4,167,1.82,2,Medium
7.0,237,18.14,8,High
7.69,621,10.36,2,High
7.0,537,5.55,22,High
7.71,258,10.44,2,High
8.3,158,0.06,6,Medium
4.0,203,10.03,1,High
7.95,239,1.52,4,Medium
8.17,240,1.38,6,Medium
7.61,206,0.13,1,Low
7.51,264,0.71,3,Low
8.33,183,0.24,5,Medium
7.57,264,0.29,0,Low
7.15,166,1.0,7,Medium
7.55,266,5.22,18,High
12.11,887,19.39,50,High
7.54,243,0.26,4,Low
7.22,246,0.17,0,Low
7.16,224,19.75,3,High
7.39,212,12.96,2,High
7.39,253,0.59,1,Low
11.53,78,19.32,10,High
4.71,938,12.67,39,High
7.6,84,19.87,2,High
7.54,246,0.15,4,Low
9.91,979,13.03,43,High
6.61,275,0.17,6,Medium
2.78,248,7.74,35,High
7.4,244,0.37,0,Low
7.47,224,2.22,5,Medium
7.0,231,0.87,4,High
7.7,681,0.02,1,High
8.0,233,0.16,5,Medium
8.35,160,3.74,4,Medium
7.75,177,1.15,7,Medium
7.56,213,0.87,4,Low
7.15,235,0.53,2,Low
7.46,262,0.32,0,Low
8.78,56,15.65,9,High
13.38,119,17.35,40,High
12.37,51,0.46,3,High
7.55,261,0.76,2,Low
8.01,216,4.64,7,Medium
7.4,314,3.88,2,Medium
7.27,161,4.45,5,Medium
7.35,208,0.38,1,Low
11.88,231,0.66,0,High
7.18,213,0.39,1,Low
7.3,210,0.86,1,Low
7.53,343,0.26,5,Medium
7.48,154,3.28,2,Medium
5.23,149,12.73,30,High
7.0,69,18.82,50,High
7.62,230,9.22,4,High
7.72,870,15.0,4,High
7.55,848,7.17,42,High
7.26,204,12.05,4,High
8.13,293,1.22,3,Medium
7.71,247,0.73,1,Low
7.37,238,0.05,20,High
7.23,208,0.12,2,Low
7.19,204,1.34,7,Medium
7.0,246,8.27,4,High
7.7,242,0.53,0,Low
1.12,464,9.45,21,High
7.61,242,0.1,3,Low
7.97,218,3.36,5,Medium
6.58,178,1.64,4,Medium
7.21,249,0.58,1,Low
7.17,82,11.97,19,High
1.91,247,17.72,4,High
7.29,273,0.9,5,Medium
11.97,54,15.02,0,High
8.33,294,0.86,1,Medium
7.22,124,10.74,1,High
7.0,753,0.18,27,High
6.74,330,3.61,1,Medium
8.13,217,4.74,5,Medium
7.29,257,0.56,1,Low
7.63,207,16.08,1,High
7.0,95,17.36,16,High
7.2,267,0.26,1,Low
7.18,219,0.26,2,Low
7.5,133,15.71,27,High
7.22,626,9.12,50,High
6.54,253,1.48,3,Medium
7.0,260,0.53,32,High
7.0,105,0.13,32,High
8.2,221,2.56,7,Medium
7.39,218,0.43,1,Low
7.16,214,0.64,0,Low
6.61,330,0.64,2,Medium
7.0,235,0.37,4,High
7.68,149,12.63,24,High
7.41,258,0.83,0,Low
7.62,237,1.73,5,Medium
7.28,265,0.29,2,Low
7.55,243,1.02,5,Medium
7.58,219,0.42,2,Low
7.25,93,0.53,27,High
7.26,254,0.81,4,Low
7.57,217,0.62,2,Low
6.6,258,1.86,5,Medium
7.63,244,0.36,2,Low
12.16,242,6.98,1,High
7.12,263,0.55,2,Low
8.09,331,3.01,4,Medium
7.24,273,3.68,7,Medium
7.76,90,0.06,2,High
6.57,175,0.68,6,Medium
10.21,115,17.48,44,High
7.78,264,0.13,0,Low
6.84,321,0.72,6,Medium
6.82,237,2.31,2,Medium
7.11,222,0.27,2,Low
6.6,166,1.23,0,Medium
6.79,302,0.72,5,Medium
7.73,243,14.8,3,High
7.0,675,19.0,11,High
7.45,226,0.03,2,Low
7.11,213,0.05,1,Low
7.17,401,0.87,39,High
7.3,152,3.6,7,Medium
7.0,133,18.52,31,High
12.83,260,0.62,4,High
7.75,202,0.5,2,Low
7.14,254,0.61,4,Low
7.0,62,19.43,22,High
8.11,205,3.75,3,Medium
7.79,213,0.39,4,Low
7.57,226,0.03,4,Low
7.15,248,0.86,4,Low
8.29,183,0.24,0,Medium
7.56,245,0.2,40,High
7.28,241,0.65,2,Low
2.81,141,18.62,0,High
7.42,169,0.48,6,Medium
7.13,201,0.46,3,Low
7.29,471,18.2,15,High
7.32,554,0.3,50,High
7.4,107,0.09,28,High
7.18,220,0.44,0,Low
10.35,569,15.58,14,High
7.64,205,0.16,1,Low
7.62,268,0.32,4,Low
7.44,220,2.96,7,Medium
6.73,232,0.57,5,Medium
7.73,870,0.1,4,High
7.62,217,0.68,3,Low
7.69,247,0.16,4,Low
3.5,903,17.17,4,High
8.21,263,2.29,7,Medium
9.7,112,8.31,9,High
8.03,172,2.95,2,Medium
7.23,211,10.48,0,High
7.59,252,0.77,3,Low
7.39,186,4.37,7,Medium
7.54,242,0.81,1,Low
7.68,265,0.14,1,Low
8.43,341,1.08,2,Medium
6.64,282,1.05,0,Medium
7.16,215,0.48,1,Low
8.02,203,3.37,1,Medium
7.7,226,0.09,4,Low
7.72,268,0.88,2,Low
7.19,241,0.42,2,Low
7.53,260,0.34,2,Low
7.0,263,0.85,3,High
7.48,250,0.27,3,Low
7.62,258,0.83,0,Low
7.71,221,4.14,7,Medium
7.57,494,0.26,47,High
7.41,264,0.07,1,Low
6.66,176,0.24,3,Medium
7.45,244,4.23,5,Medium
7.7,224,0.76,2,Low
7.23,207,0.4,1,Low
1.83,987,12.09,25,High
7.32,994,0.44,3,High
8.44,253,1.65,7,Medium
7.34,268,0.42,4,Low
8.43,183,4.87,2,Medium
6.76,237,0.54,5,Medium
7.7,115,0.41,32,High
8.36,292,2.07,0,Medium
7.33,199,2.71,5,Medium
6.61,174,0.42,2,Medium
7.41,263,2.24,6,Medium
7.64,481,6.22,0,High
7.0,247,0.64,4,High
7.0,247,12.43,2,High
1.16,129,16.35,46,High
13.54,238,0.21,4,High
7.41,226,0.09,4,Low
7.35,209,0.56,4,Low
7.78,184,0.02,7,Medium
7.17,210,0.14,2,Low
7.3,164,3.1,3,Medium
7.72,242,0.22,4,Low
11.06,221,0.47,16,High
7.79,227,0.33,33,High
7.22,169,1.16,6,Medium
7.16,249,0.31,0,Low
7.77,260,0.3,2,Low
8.04,231,3.11,7,Medium
7.21,236,0.57,1,Low
7.27,166,0.34,7,Medium
7.18,250,11.71,4,High
7.65,205,0.24,2,Low
6.57,192,0.23,4,Medium
7.65,115,0.49,1,High
7.33,53,0.09,3,High
7.34,223,0.03,2,Low
7.74,232,0.76,0,Low
6.53,202,0.79,6,Medium
8.25,213,0.2,6,Medium
7.74,259,0.55,26,High
12.86,628,17.07,40,High
7.39,248,0.38,0,Low
6.56,216,3.66,3,Medium
7.23,226,0.22,4,Low
7.64,214,0.72,2,Low
7.1,229,1.41,5,Medium
6.59,308,3.21,4,Medium
7.0,843,15.87,22,High
7.74,259,0.23,0,Low
7.1,264,16.48,50,High
7.52,266,0.19,2,Low
7.76,337,4.12,1,Medium
6.84,217,0.4,6,Medium
7.74,231,0.54,3,Low
7.5,222,0.0,0,Low
7.0,261,0.28,2,High
2.77,235,0.05,40,High
7.59,333,0.68,7,Medium
7.98,322,3.2,4,Medium
7.29,257,0.89,3,Low
7.59,160,3.72,7,Medium
8.22,209,3.66,6,Medium
7.34,325,4.67,5,Medium
7.25,209,0.67,1,Low
7.59,234,13.2,13,High
7.54,207,0.09,4,Low
7.75,202,0.89,4,Low
7.0,97,6.89,1,High
10.0,924,11.72,43,High
7.63,261,0.63,0,Low
7.78,264,0.45,2,Low
9.6,257,0.58,0,High
7.42,127,5.85,27,High
7.47,209,0.22,12,High
7.61,221,0.34,1,Low
